,Completion_rate,Tuition_in_state,Tuition_out_state,Faculty_salary,Pell_grant_rate,SAT_average,ACT_50thPercentile,pct_White,pct_Black,pct_Hispanic,pct_Asian,Parents_middlesch,Parents_highsch,Parents_college
181,0.4242,10196.0,20102.0,6936.0,0.4133,986.0,21.0,0.5801,0.2681,0.0429,0.0102,0.0148387097,0.3122580645,0.6729032258
182,0.7507,37188.0,37188.0,9825.0,0.2871,1097.0,25.0,0.5621,0.0375,0.191,0.04,0.0231046931,0.2678700361,0.7090252708
183,0.2036,16024.0,16024.0,5557.0,0.8344,723.0,15.0,0.0043,0.9087,0.0094,0.0009,0.0182704019,0.3788063337,0.6029232643
184,0.7137,7736.0,20856.0,10513.0,0.2134,1142.0,25.0,0.7576,0.0269,0.0467,0.029,0.0129606345,0.1850275655,0.8020118
185,0.722,38120.0,38120.0,8985.0,0.2135,1227.0,27.0,0.6402,0.0733,0.1413,0.0625,0.0180018002,0.1788928893,0.8031053105
186,0.7368,9381.0,24461.0,10307.0,0.3086,1173.0,27.0,0.477,0.0733,0.064,0.1427,0.0277511962,0.2552289815,0.7170198223
187,0.6105,40920.0,40920.0,8018.0,0.3186,1120.0,26.0,0.6654,0.087,0.0862,0.0486,0.0128865979,0.293814433,0.6932989691
188,0.4194,26934.0,26934.0,5984.0,0.4271,1070.0,23.0,0.7844,0.0593,0.1085,0.0145,0.0240174672,0.3231441048,0.6528384279
189,0.7086,10200.0,27384.0,9487.0,0.161,1215.0,27.0,0.8507,0.0704,0.0248,0.0227,0.0066469719,0.1765140325,0.8168389956
190,0.5845,16180.0,16180.0,6244.0,0.304,1058.0,23.0,0.7387,0.0372,0.0965,0.0105,0.0145896657,0.2729483283,0.7124620061
191,0.6207,7418.0,18578.0,10093.0,0.4265,1039.0,23.0,0.1783,0.0333,0.2645,0.3584,0.1055564154,0.3849249342,0.5095186504
192,0.5138,23126.0,23126.0,6396.0,0.4042,1066.0,23.0,0.7122,0.087,0.0379,0.0118,0.0323253389,0.3253388947,0.6423357664
193,0.4161,8756.0,29571.0,7713.0,0.3659,1013.0,22.0,0.7233,0.105,0.0532,0.0355,0.0236653312,0.3747321345,0.6016025342
194,0.3845,10270.0,18801.0,9403.0,0.3461,1049.0,23.0,0.7462,0.1198,0.0254,0.0239,0.0126974753,0.3509523106,0.6363502141
195,0.4035,6200.0,6200.0,6595.0,0.7646,872.0,18.0,0.0226,0.9365,0.004,0.0017,0.0205391528,0.3138639281,0.6655969191
196,0.6657,10446.0,19410.0,8294.0,0.2339,1104.0,24.0,0.8324,0.0473,0.024,0.0091,0.0193383521,0.3732301955,0.6074314524
197,0.3118,24860.0,24860.0,7244.0,0.6482,965.0,21.0,0.4047,0.3938,0.037,0.0048,0.0437354743,0.4994717938,0.4567927319
198,0.7402,32920.0,32920.0,7596.0,0.3198,1084.0,24.0,0.7251,0.0454,0.1281,0.0465,0.0247875354,0.3031161473,0.6720963173
199,0.5952,32098.0,32098.0,7107.0,0.3159,927.0,18.0,0.5698,0.1087,0.1248,0.0154,0.0202020202,0.361952862,0.6178451178
200,0.4769,9620.0,15020.0,7748.0,0.3738,1011.0,22.0,0.8498,0.0238,0.0324,0.0049,0.0071606476,0.2901618929,0.7026774595
201,0.363,6297.0,16871.0,6073.0,0.4708,993.0,21.0,0.5063,0.3618,0.0496,0.0123,0.0221260221,0.2943722944,0.6835016835
202,0.4967,29895.0,29895.0,7132.0,0.5169,934.0,20.0,0.148,0.0735,0.4323,0.1543,0.0781395349,0.3079069767,0.6139534884
203,0.5141,26416.0,26416.0,6337.0,0.407,1045.0,23.0,0.8409,0.0842,0.0247,0.0074,0.0215827338,0.3345323741,0.6438848921
204,0.5581,25866.0,25866.0,4355.0,0.296,1075.0,23.0,0.6992,0.0317,0.1342,0.0714,0.0230880231,0.1544011544,0.8225108225
205,0.7295,41290.0,41290.0,9234.0,0.2497,1135.0,25.0,0.5061,0.0459,0.2605,0.0511,0.0441744892,0.2970734401,0.6587520707
206,0.4343,22300.0,22300.0,4094.0,0.4803,1002.0,22.0,0.8094,0.0683,0.0234,0.0102,0.0230769231,0.4384615385,0.5384615385
207,0.332,12550.0,12550.0,4845.0,0.3224,940.0,20.0,0.4317,0.1684,0.2671,0.0247,0.062528319,0.4118713185,0.5256003625
208,0.3933,21950.0,21950.0,4526.0,0.4391,978.0,21.0,0.689,0.1113,0.0942,0.0,0.0228215768,0.3008298755,0.6763485477
209,0.7853,35062.0,35062.0,9007.0,0.1973,1165.0,27.0,0.8046,0.053,0.0331,0.0286,0.0044247788,0.1685438455,0.8270313757
210,0.5269,11264.0,26286.0,8876.0,0.283,1165.0,26.0,0.7469,0.1117,0.0436,0.0359,0.0188276398,0.2855201863,0.6956521739
211,0.3105,8004.0,18645.0,6417.0,0.4258,940.0,20.0,0.7453,0.0265,0.0687,0.0162,0.0567092652,0.4081469649,0.53514377
212,0.7147,39226.0,39226.0,9647.0,0.1287,1257.0,28.0,0.6804,0.0648,0.0481,0.0944,0.0182724252,0.2180232558,0.7637043189
213,0.3929,22349.0,22349.0,8372.0,0.5329,1050.0,23.0,0.0358,0.7598,0.0363,0.1032,0.0147299509,0.2741407529,0.7111292962
214,0.9307,43498.0,43498.0,15617.0,0.1825,1503.0,34.0,0.3707,0.053,0.1643,0.2404,0.0221483942,0.1716500554,0.8062015504
215,0.4294,7528.0,15851.0,7644.0,0.3607,1089.0,24.0,0.6292,0.0564,0.1063,0.0718,0.0370855148,0.3187172775,0.6441972077
216,0.3801,7655.0,16283.0,7563.0,0.4094,970.0,21.0,0.383,0.0554,0.4781,0.0223,0.0423488321,0.3601833661,0.5974678018
217,0.8478,12204.0,32396.0,12149.0,0.1699,1403.0,32.0,0.5082,0.0667,0.066,0.1917,0.0127989222,0.1293364769,0.8578646009
218,0.646,30315.0,30315.0,6689.0,0.3038,1067.0,23.0,0.5514,0.0441,0.0613,0.0178,0.0267558528,0.2519509476,0.7212931996
219,0.1701,7137.0,7137.0,4792.0,0.408,910.0,19.0,0.5968,0.1188,0.1611,0.0132,0.0540123457,0.3688271605,0.5771604938
220,0.6115,30640.0,30640.0,6319.0,0.4067,1028.0,23.0,0.5016,0.2252,0.1738,0.018,0.0400712378,0.3561887801,0.6037399822
221,0.6466,24970.0,24970.0,5506.0,0.5169,1047.0,24.0,0.772,0.1248,0.0576,0.0044,0.0406779661,0.3389830508,0.6203389831
222,0.528,25740.0,25740.0,7287.0,0.4086,1175.0,26.0,0.6383,0.0934,0.0911,0.011,0.0293577982,0.3128440367,0.6577981651
223,0.7099,6343.0,18480.0,7872.0,0.2825,1154.0,24.0,0.8043,0.048,0.0622,0.0195,0.0095730423,0.2326249282,0.7578020295
224,0.6419,11967.0,25567.0,9589.0,0.3426,1039.0,23.0,0.6266,0.0344,0.1323,0.0531,0.0443721808,0.2974929193,0.6581348998
225,0.7182,44494.0,44494.0,12894.0,0.2543,1150.0,26.0,0.264,0.0338,0.2056,0.2185,0.0421686747,0.2379518072,0.7198795181
226,0.4559,29934.0,29934.0,7367.0,0.1869,1016.0,23.0,0.6643,0.1372,0.043,0.0425,0.0141110066,0.2671683913,0.7187206021
227,0.2598,4794.0,13174.0,6344.0,0.5161,796.0,18.0,0.0533,0.725,0.0741,0.0051,0.0948275862,0.3780788177,0.5270935961
228,0.204,6112.0,12562.0,4722.0,0.3391,950.0,20.0,0.6253,0.0711,0.0826,0.0066,0.0380184332,0.3813364055,0.5806451613
229,0.5175,29052.0,29052.0,5930.0,0.5208,948.0,20.0,0.5373,0.2217,0.0695,0.0143,0.0316573557,0.3184357542,0.6499068901
230,0.455,6450.0,17610.0,9147.0,0.4239,998.0,22.0,0.2409,0.0499,0.2436,0.2917,0.0781905333,0.3626922309,0.5591172359
231,0.3277,27500.0,27500.0,6415.0,0.4854,941.0,20.0,0.6218,0.246,0.0356,0.0092,0.0388768898,0.3876889849,0.5734341253
232,0.7794,7430.0,16880.0,7177.0,0.2269,1274.0,28.0,0.7516,0.0291,0.0619,0.0659,0.0132352941,0.1651960784,0.8215686275
233,0.4931,29180.0,29180.0,5731.0,0.5085,1011.0,22.0,0.6808,0.0974,0.1379,0.0183,0.0412757974,0.3771106942,0.5816135084
234,0.9168,51351.0,51351.0,17446.0,0.1114,1506.0,34.0,0.4451,0.0504,0.0849,0.1741,0.0152339499,0.1316648531,0.853101197
235,0.3505,23200.0,23200.0,6237.0,0.4141,988.0,21.0,0.6616,0.1018,0.0284,0.0106,0.0283286119,0.4107648725,0.5609065156
236,0.9326,45446.0,45446.0,10803.0,0.1376,1423.0,32.0,0.6417,0.047,0.1247,0.0699,0.0345821326,0.144092219,0.8213256484
237,0.5582,34470.0,34470.0,8286.0,0.2872,1244.0,28.0,0.7374,0.0253,0.0457,0.0318,0.0124045802,0.2566793893,0.7309160305
238,0.843,42271.0,42271.0,8283.0,0.2367,1134.0,25.0,0.7835,0.0306,0.0689,0.0567,0.0225352113,0.1915492958,0.785915493
239,0.6645,36926.0,36926.0,9184.0,0.3036,1133.0,25.0,0.5031,0.1162,0.182,0.0906,0.023628354,0.2703243893,0.7060472567
240,0.618,41730.0,41730.0,8357.0,0.3306,1047.0,23.0,0.3287,0.0401,0.2106,0.2023,0.0291734198,0.2933549433,0.677471637
241,0.8663,15794.0,26971.0,9667.0,0.1719,1211.0,28.0,0.6635,0.0563,0.1278,0.1101,0.0114014252,0.193824228,0.7947743468
242,0.2721,6178.0,11908.0,5485.0,0.7231,886.0,19.0,0.0431,0.9281,0.0146,0.0033,0.0227439472,0.3910491563,0.5862068966
243,0.8323,12022.0,30970.0,11500.0,0.2088,1233.0,28.0,0.6349,0.0522,0.0784,0.0882,0.0162188932,0.2497214312,0.7340596756
244,0.9111,38941.0,38941.0,13468.0,0.1723,1454.0,33.0,0.3944,0.0643,0.1505,0.2138,0.0211267606,0.1338028169,0.8450704225
245,0.6136,29620.0,29620.0,5818.0,0.4013,1046.0,23.0,0.7354,0.1388,0.06,0.0082,0.0149114632,0.2861136999,0.6989748369
246,0.5734,9968.0,21110.0,9120.0,0.3499,953.0,22.0,0.6429,0.1573,0.1122,0.0186,0.0166773573,0.3787684413,0.6045542014
247,0.517,8688.0,21501.0,7781.0,0.3511,978.0,21.0,0.5896,0.0366,0.1373,0.0405,0.0457883369,0.3466522678,0.6075593952
248,0.6169,26665.0,26665.0,6630.0,0.3523,1097.0,24.0,0.6502,0.0998,0.1267,0.0139,0.044546851,0.3225806452,0.6328725038
249,0.5541,6382.0,20180.0,7926.0,0.4432,1029.0,23.0,0.5752,0.2546,0.063,0.0431,0.0204260286,0.287861103,0.6917128684
250,0.6678,32500.0,32500.0,8207.0,0.2643,1104.0,25.0,0.6026,0.0441,0.0294,0.0711,0.020821284,0.2157316368,0.7634470792
251,0.6223,24270.0,24270.0,7556.0,0.8367,1125.0,25.0,0.6278,0.1535,0.059,0.0159,0.0346666667,0.3466666667,0.6186666667
252,0.7937,42162.0,42162.0,9929.0,0.1826,1137.0,26.0,0.8057,0.0192,0.0921,0.0258,0.0097222222,0.19375,0.7965277778
253,0.6102,32739.0,32739.0,8077.0,0.6406,967.0,22.0,0.5695,0.1294,0.1909,0.0191,0.0687342833,0.4283319363,0.5029337804
254,0.524,28400.0,28400.0,5762.0,0.3106,1024.0,22.0,0.7537,0.1363,0.0351,0.0122,0.0163532298,0.309893704,0.6737530662
255,0.2982,16850.0,16850.0,3508.0,0.4346,921.0,20.0,0.5453,0.2261,0.127,0.0109,0.0496323529,0.4264705882,0.5238970588
256,0.4993,8745.0,17241.0,9746.0,0.3645,1100.0,24.0,0.5114,0.1423,0.206,0.0535,0.0425330813,0.3215064708,0.6359604479
257,0.227,7449.0,18081.0,5986.0,0.5029,939.0,20.0,0.5123,0.0768,0.3026,0.0112,0.0379562044,0.3649635036,0.597080292
258,0.847,46664.0,46664.0,12562.0,0.1424,1300.0,29.0,0.4564,0.0342,0.0971,0.1341,0.0134461071,0.1550639774,0.8314899154
259,0.3005,15140.0,15140.0,4689.0,0.8963,735.0,15.0,0.0027,0.9368,0.0055,0.0,0.0423728814,0.3728813559,0.5847457627
260,0.8231,14073.0,40755.0,14851.0,0.3853,1281.0,30.0,0.3344,0.021,0.2623,0.1841,0.0917014709,0.3323043399,0.5759941892
261,0.2165,9220.0,16156.0,7952.0,0.7815,825.0,17.0,0.0138,0.9337,0.0111,0.0028,0.0188246097,0.3246097337,0.6565656566
262,0.5436,7142.0,21052.0,9795.0,0.2893,1088.0,24.0,0.5901,0.0338,0.2016,0.0726,0.0477975633,0.3368322399,0.6153701968
263,0.7734,13397.0,36275.0,12428.0,0.4598,1149.0,26.0,0.3465,0.0196,0.3155,0.2035,0.0770699531,0.2820690852,0.6408609616
264,0.6802,11000.0,26334.0,9600.0,0.2344,1164.0,26.0,0.746,0.0728,0.0296,0.0349,0.0165953807,0.2931565441,0.6902480753
265,0.2551,15130.0,15130.0,5160.0,0.7233,776.0,16.0,0.0023,0.9667,0.0136,0.0,0.0162224797,0.3916570104,0.5921205098
266,0.4206,15520.0,15520.0,6410.0,0.7515,815.0,17.0,0.0108,0.9214,0.0179,0.0108,0.0100603622,0.3028169014,0.6871227364
267,0.2786,6811.0,18081.0,5696.0,0.3075,934.0,20.0,0.8407,0.0433,0.0503,0.0081,0.0242236025,0.401863354,0.5739130435
268,0.3365,5599.0,13512.0,5526.0,0.4647,1005.0,22.0,0.5803,0.0393,0.0495,0.0047,0.0329538646,0.4379868185,0.529059317
269,0.5991,33000.0,33000.0,7031.0,0.4253,948.0,21.0,0.7037,0.0911,0.1254,0.0312,0.039083558,0.4299191375,0.5309973046
270,0.6442,11264.0,24492.0,9987.0,0.2797,1216.0,27.0,0.4288,0.1751,0.0676,0.2105,0.0223564955,0.2516616314,0.7259818731
271,0.7717,13560.0,36360.0,11164.0,0.2211,1159.0,26.0,0.6742,0.0694,0.0404,0.0466,0.0100273473,0.1967183227,0.79325433
272,0.4369,11448.0,11448.0,6497.0,0.2388,1004.0,22.0,0.7777,0.0645,0.021,0.0193,0.0209125475,0.2870722433,0.6920152091
273,0.5725,6960.0,20242.0,9459.0,0.2584,1069.0,24.0,0.814,0.0458,0.0356,0.0156,0.0088530013,0.3093686156,0.6817783831
274,0.4308,7683.0,17533.0,8363.0,0.4972,972.0,22.0,0.3069,0.28,0.2452,0.1028,0.0405643739,0.3533215755,0.6061140506
275,0.3407,9745.0,22272.0,7364.0,0.6604,857.0,18.0,0.0274,0.8565,0.0604,0.0284,0.0284334764,0.3208154506,0.650751073
276,0.6972,28660.0,28660.0,8696.0,0.1729,1176.0,26.0,0.8049,0.0433,0.0467,0.0197,0.0053763441,0.1627565982,0.8318670577
277,0.933,15192.0,44365.0,13262.0,0.1265,1364.0,31.0,0.6027,0.0614,0.0608,0.1251,0.0075803517,0.1503941783,0.84202547
278,0.7654,17353.0,34828.0,10786.0,0.1688,1339.0,30.0,0.7471,0.0104,0.0693,0.0488,0.0119426752,0.1600318471,0.8280254777
279,0.3593,7146.0,20300.0,6449.0,0.3773,1048.0,23.0,0.5666,0.2224,0.0409,0.0209,0.0208144796,0.3819004525,0.5972850679
280,0.3121,27800.0,27800.0,8029.0,0.6978,855.0,17.0,0.0965,0.5049,0.2648,0.0284,0.0376175549,0.4315569488,0.5308254963
281,0.3992,8098.0,20246.0,6810.0,0.3767,1047.0,23.0,0.8949,0.0377,0.0148,0.0038,0.0305017104,0.3970923603,0.5724059293
282,0.6194,36630.0,36630.0,8648.0,0.3072,1135.0,25.0,0.5095,0.1613,0.1595,0.0362,0.010270775,0.197945845,0.79178338
283,0.7359,30660.0,30660.0,8258.0,0.226,1202.0,27.0,0.7368,0.0272,0.0396,0.038,0.0078125,0.1359375,0.85625
284,0.3046,8317.0,8557.0,8171.0,0.4346,1003.0,22.0,0.7608,0.0988,0.0395,0.0115,0.0089501693,0.3754233188,0.6156265119
285,0.4839,8337.0,24852.0,8730.0,0.3956,1037.0,22.0,0.576,0.0352,0.1299,0.0861,0.049395691,0.34169732,0.608906989
286,0.4858,14730.0,14730.0,6158.0,0.2362,1046.0,23.0,0.8375,0.0306,0.0284,0.0064,0.0093196645,0.2283317801,0.7623485555
287,0.7621,30550.0,30550.0,8053.0,0.2055,1205.0,27.0,0.8374,0.028,0.0814,0.023,0.015858209,0.1483208955,0.8358208955
288,0.356,7874.0,18319.0,6316.0,0.2959,990.0,22.0,0.7541,0.0274,0.093,0.0108,0.0123873874,0.2252252252,0.7623873874
289,0.3005,6941.0,18379.0,5969.0,0.3072,947.0,21.0,0.8434,0.0418,0.0464,0.0058,0.0239327296,0.3822768435,0.5937904269
290,0.6303,13613.0,21997.0,9346.0,0.2447,977.0,21.0,0.865,0.0125,0.0356,0.0143,0.0055679287,0.2243875278,0.7700445434
291,0.5797,6760.0,17728.0,8409.0,0.2975,1100.0,24.0,0.7675,0.1559,0.0275,0.0158,0.0166172107,0.2455489614,0.7378338279
292,0.6567,18770.0,18770.0,5168.0,0.3819,1029.0,22.0,0.8046,0.038,0.0109,0.0022,0.0266040689,0.3740219092,0.5993740219
293,0.5158,8970.0,25140.0,8556.0,0.35,1007.0,21.0,0.5004,0.2691,0.0693,0.0437,0.0187808896,0.309280615,0.6719384953
294,0.4487,30040.0,30040.0,5700.0,0.5027,885.0,19.0,0.4382,0.2538,0.0826,0.0152,0.0331050228,0.3687214612,0.598173516
295,0.3608,24140.0,24140.0,5591.0,0.4942,1021.0,22.0,0.6172,0.2592,0.0361,0.0166,0.0150875075,0.292094146,0.6928183464
296,0.5236,8052.0,22635.0,7344.0,0.2148,1104.0,24.0,0.705,0.1432,0.0122,0.0099,0.0076893502,0.3029603998,0.6893502499
297,0.5525,10726.0,18034.0,8221.0,0.3312,1012.0,22.0,0.7748,0.1018,0.041,0.0076,0.0078806642,0.3094567971,0.6826625387
298,0.7162,35670.0,35670.0,7028.0,0.1545,1162.0,26.0,0.7238,0.0374,0.0834,0.0267,0.017571885,0.1884984026,0.7939297125
299,0.58,39460.0,39460.0,12260.0,0.2843,1089.0,25.0,0.3684,0.1736,0.1002,0.1679,0.0269238497,0.2895318465,0.6835443038
300,0.6854,7067.0,18227.0,9814.0,0.4674,1045.0,24.0,0.1789,0.0331,0.4174,0.2299,0.1111772585,0.3816044054,0.5072183361
301,0.3833,24992.0,24992.0,5456.0,0.4621,945.0,20.0,0.6443,0.0381,0.0023,0.0035,0.0338983051,0.436440678,0.5296610169
302,0.309,32870.0,32870.0,7661.0,0.4301,1015.0,23.0,0.6937,0.0775,0.1018,0.0167,0.0243055556,0.3289930556,0.6467013889
303,0.4168,8224.0,14447.0,6882.0,0.4148,1082.0,24.0,0.6554,0.1741,0.0513,0.0206,0.0242731395,0.3216857829,0.6540410776
304,0.6436,42550.0,42550.0,9099.0,0.2909,1054.0,23.0,0.3652,0.0523,0.1973,0.2216,0.030075188,0.257518797,0.712406015
305,0.5519,6385.0,20789.0,7401.0,0.3212,1133.0,24.0,0.6937,0.0957,0.0965,0.0427,0.0158868715,0.3053421788,0.6787709497
306,0.4662,7426.0,20492.0,8837.0,0.3507,1087.0,24.0,0.8197,0.0091,0.0591,0.0104,0.0165267576,0.2670514166,0.7164218258
307,0.3988,5250.0,6090.0,7630.0,0.2313,965.0,20.0,0.4009,0.0714,0.457,0.0204,0.0671602327,0.3939714437,0.5388683236
308,0.6917,11805.0,29963.0,8572.0,0.2276,1111.0,25.0,0.7903,0.0776,0.0522,0.0212,0.0061989293,0.1944209637,0.7993801071
309,0.6625,26180.0,26180.0,5119.0,0.531,987.0,21.0,0.7927,0.0224,0.0894,0.0183,0.0267379679,0.371657754,0.6016042781
310,0.6182,29320.0,29320.0,7015.0,0.5539,968.0,21.0,0.3251,0.0516,0.4837,0.0421,0.1084165478,0.3573466476,0.5342368046
311,0.2794,6949.0,18379.0,6667.0,0.3485,955.0,21.0,0.8464,0.0645,0.0375,0.013,0.0245641838,0.3874801902,0.587955626
312,0.2441,17244.0,17244.0,5392.0,0.8463,708.0,14.0,0.0032,0.8105,0.0071,0.0008,0.0197300104,0.4070612669,0.5732087227
313,0.3184,7835.0,18996.0,6577.0,0.3677,989.0,21.0,0.6853,0.0248,0.1847,0.0163,0.0383699391,0.3553850225,0.6062450384
314,0.5461,27100.0,27100.0,6991.0,0.3558,933.0,19.0,0.5565,0.0728,0.0629,0.0411,0.0274841438,0.4714587738,0.5010570825
315,0.713,42634.0,42634.0,12851.0,0.2535,1172.0,26.0,0.2703,0.0341,0.1947,0.2086,0.0402106271,0.237434179,0.7223551939
316,0.5527,31360.0,31360.0,6486.0,0.3757,924.0,20.0,0.568,0.2305,0.046,0.0486,0.0186335404,0.4303460515,0.5510204082
317,0.4933,4831.0,17276.0,8446.0,0.3958,1047.0,23.0,0.4314,0.1974,0.2604,0.0381,0.0419155614,0.3456515136,0.612432925
318,0.159,5978.0,15770.0,7755.0,0.4476,906.0,19.0,0.1569,0.2137,0.4603,0.0896,0.1289330494,0.3981547197,0.4729122309
319,0.5845,30726.0,30726.0,7187.0,0.2004,1126.0,25.0,0.6086,0.0553,0.0888,0.0218,0.0268361582,0.2372881356,0.7358757062
320,0.4438,10660.0,21220.0,7437.0,0.3972,1070.0,23.0,0.7266,0.1384,0.031,0.0064,0.0193321617,0.3391915641,0.6414762742
321,0.7779,46140.0,46140.0,12246.0,0.1625,1237.0,28.0,0.5203,0.035,0.1931,0.0735,0.0220298977,0.2265932337,0.7513768686
322,0.6371,35900.0,35900.0,7491.0,0.3274,1034.0,23.0,0.6976,0.0873,0.0603,0.0111,0.015576324,0.3255451713,0.6588785047
323,0.5151,25890.0,25890.0,6626.0,0.3991,1041.0,23.0,0.5614,0.0803,0.3081,0.01,0.0261627907,0.3706395349,0.6031976744
324,0.5489,31716.0,31716.0,8494.0,0.292,1014.0,23.0,0.4094,0.0538,0.1115,0.0752,0.0224114747,0.2944867772,0.6831017481
325,0.3189,26750.0,26750.0,8004.0,0.6733,810.0,15.0,0.0983,0.5266,0.2442,0.0285,0.0479921645,0.4505386876,0.5014691479
326,0.4395,8197.0,19858.0,7435.0,0.4298,913.0,19.0,0.6165,0.0841,0.1632,0.0315,0.0513755386,0.3861451773,0.5624792841
327,0.7679,16768.0,39160.0,9807.0,0.1743,1211.0,28.0,0.8191,0.0122,0.0419,0.0261,0.0049707602,0.1216374269,0.8733918129
328,0.8462,10836.0,29046.0,10169.0,0.2383,1248.0,28.0,0.7228,0.075,0.0524,0.092,0.0163694112,0.1779868067,0.8056437821
329,0.9422,53649.0,53649.0,17399.0,0.109,1508.0,34.0,0.4344,0.0534,0.1096,0.1798,0.0213089802,0.1811263318,0.797564688
330,0.571,24660.0,24660.0,6903.0,0.3729,1018.0,22.0,0.6865,0.1093,0.0314,0.0083,0.0228969637,0.3847685416,0.5923344948
331,0.43,7420.0,17070.0,9653.0,0.4169,1099.0,25.0,0.7868,0.0783,0.064,0.0328,0.0271186441,0.2720338983,0.7008474576
332,0.5443,11029.0,25713.0,9317.0,0.3829,1030.0,22.0,0.7236,0.1238,0.0539,0.0169,0.0134128167,0.2757078987,0.7108792846
333,0.3049,16438.0,16438.0,7900.0,0.4777,1032.0,22.0,0.5516,0.2694,0.0754,0.0186,0.0425608011,0.3773247496,0.5801144492
334,0.4215,31618.0,31618.0,8233.0,0.3763,946.0,20.0,0.6111,0.1199,0.1086,0.0263,0.0205047319,0.4006309148,0.5788643533
335,0.2654,7432.0,17764.0,7881.0,0.3941,1048.0,23.0,0.5297,0.2703,0.0699,0.0225,0.0334492909,0.380519133,0.5860315761
336,0.6629,8916.0,21105.0,9273.0,0.2491,1176.0,26.0,0.6248,0.049,0.0885,0.056,0.0215363512,0.2844993141,0.6939643347
337,0.2185,8868.0,16164.0,7022.0,0.4836,890.0,19.0,0.3579,0.1041,0.3595,0.0936,0.1133954385,0.388371346,0.4982332155
338,0.426,23000.0,23000.0,4971.0,0.3352,1025.0,22.0,0.77,0.0532,0.0196,0.0041,0.0317460317,0.365914787,0.6023391813
339,0.5515,8022.0,10104.0,7200.0,0.2876,1090.0,24.0,0.8719,0.0209,0.0338,0.0121,0.014858841,0.2579494799,0.727191679
340,0.3553,5874.0,14182.0,5476.0,0.4472,970.0,21.0,0.5516,0.0336,0.0539,0.0034,0.0282308657,0.4265997491,0.5451693852
341,0.8284,10403.0,26653.0,10789.0,0.1501,1268.0,28.0,0.7713,0.0215,0.0459,0.0551,0.0090638353,0.1731192542,0.8178169105
342,0.5214,13322.0,24138.0,7079.0,0.4443,985.0,22.0,0.7278,0.1057,0.0484,0.0171,0.0052077909,0.2142485158,0.7805436934
343,0.4578,10752.0,20370.0,6131.0,0.4873,922.0,20.0,0.5764,0.3051,0.0119,0.005,0.0185614849,0.3023975251,0.6790409899
344,0.5036,6138.0,18596.0,6339.0,0.3943,1063.0,23.0,0.7909,0.0152,0.0506,0.0082,0.0112850382,0.3017837641,0.6869311977
345,0.8129,13865.0,36743.0,13665.0,0.3806,1253.0,29.0,0.3654,0.0214,0.2534,0.1903,0.0770169285,0.3089827665,0.614000305
346,0.6503,33724.0,33724.0,8307.0,0.2489,1117.0,25.0,0.6301,0.0421,0.0304,0.0709,0.0181476846,0.2290362954,0.75281602
347,0.4872,24624.0,24624.0,6648.0,0.3419,1031.0,22.0,0.6139,0.1349,0.1263,0.0116,0.0443686007,0.3472696246,0.6083617747
348,0.3619,24924.0,24924.0,5514.0,0.19,968.0,21.0,0.6742,0.1266,0.0146,0.0054,0.0255681818,0.3333333333,0.6410984848
349,0.4508,13435.0,32023.0,10755.0,0.4176,1073.0,24.0,0.3477,0.1638,0.1448,0.128,0.0642533937,0.3662895928,0.5694570136
350,0.6538,29880.0,29880.0,5700.0,0.4981,978.0,21.0,0.5293,0.2359,0.1208,0.015,0.0435967302,0.310626703,0.6457765668
351,0.5519,25840.0,25840.0,5876.0,0.3307,1047.0,23.0,0.7825,0.0522,0.0228,0.0048,0.0111972438,0.3695090439,0.6192937123
352,0.4928,10190.0,14660.0,9363.0,0.3883,934.0,20.0,0.83,0.082,0.0252,0.0059,0.0082342177,0.3705397987,0.6212259835
353,0.6923,14667.0,14667.0,6844.0,0.4059,970.0,21.0,0.7965,0.1303,0.0041,0.0081,0.0343249428,0.4164759725,0.5491990847
354,0.5827,31500.0,31500.0,6770.0,0.4428,1049.0,23.0,0.6672,0.1307,0.1067,0.0112,0.0269865067,0.335832084,0.6371814093
355,0.4993,7701.0,17551.0,7729.0,0.5321,885.0,20.0,0.4725,0.311,0.1304,0.0294,0.0263929619,0.3137829912,0.6598240469
356,0.5709,31460.0,31460.0,7566.0,0.2878,1172.0,27.0,0.7396,0.0568,0.1056,0.0183,0.020033389,0.2495826377,0.7303839733
357,0.569,36415.0,36415.0,7477.0,0.4749,1031.0,22.0,0.4659,0.1091,0.0673,0.0725,0.0341643583,0.2548476454,0.7109879963
358,0.3371,8100.0,14700.0,6427.0,0.5452,988.0,21.0,0.6586,0.2384,0.0397,0.0084,0.0292766935,0.3570608496,0.6136624569
359,0.8298,42490.0,42490.0,8084.0,0.1939,1249.0,28.0,0.7132,0.0403,0.0671,0.0425,0.0160771704,0.1575562701,0.8263665595
360,0.532,39830.0,39830.0,7679.0,0.2725,1023.0,22.0,0.7061,0.1256,0.0471,0.0382,0.0179640719,0.3245508982,0.6574850299
361,0.5687,8574.0,20661.0,7679.0,0.4426,1081.0,24.0,0.6594,0.052,0.0702,0.0224,0.0272073922,0.2797741273,0.6930184805
362,0.7283,13388.0,22038.0,9521.0,0.25,1096.0,23.0,0.6594,0.0521,0.1362,0.0578,0.0139828597,0.3274695535,0.6585475868
363,0.3682,4889.0,17860.0,7656.0,0.7264,884.0,19.0,0.1643,0.728,0.0259,0.0024,0.0223367698,0.352233677,0.6254295533
